id,question1,question2,prediction,Probability_0,Probability_1,Raw_Prediction_0,Raw_Prediction_1
21,What's causing someone to be jealous?,What can I do to avoid being jealous of someone?,0.0,0.5995117121097067,0.40048828789029334,0.4034309883787742,-0.4034309883787742
22,What are the questions should not ask on Quora?,Which question should I ask on Quora?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
23,How much is 30 kV in HP?,Where can I find a conversion chart for CC to horsepower?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
24,What does it mean that every time I look at the clock the numbers are the same?,How many times a day do a clock’s hands overlap?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
25,What are some tips on making it through the job interview process at Medicines?,What are some tips on making it through the job interview process at Foundation Medicine?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
26,What is web application?,What is the web application framework?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
27,Does society place too much importance on sports?,How do sports contribute to the society?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
28,What is best way to make money online?,What is best way to ask for money online?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
29,How should I prepare for CA final law?,How one should know that he/she completely prepare for CA final exam?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
30,What's one thing you would like to do better?,What's one thing you do despite knowing better?,0.0,0.5400687949865304,0.4599312050134696,0.1606196055868385,-0.1606196055868385
31,What are some special cares for someone with a nose that gets stuffy during the night?,How can I keep my nose from getting stuffy at night?,1.0,0.4794636155059149,0.5205363844940851,-0.08219177720509721,0.08219177720509721
32,What Game of Thrones villain would be the most likely to give you mercy?,What Game of Thrones villain would you most like to be at the mercy of?,1.0,0.4794636155059149,0.5205363844940851,-0.08219177720509721,0.08219177720509721
33,"Does the United States government still blacklist (employment, etc.) some United States citizens because their political views?",How is the average speed of gas molecules determined?,1.0,0.4794636155059149,0.5205363844940851,-0.08219177720509721,0.08219177720509721
34,What is the best travel website in spain?,What is the best travel website?,1.0,0.41945692567937737,0.5805430743206227,-0.325003159997033,0.325003159997033
35,Why do some people think Obama will try to take their guns away?,Has there been a gun control initiative to take away guns people already own?,1.0,0.41945692567937737,0.5805430743206227,-0.325003159997033,0.325003159997033
36,I'm a 19-year-old. How can I improve my skills or what should I do to become an entrepreneur in the next few years?,I am a 19 year old guy. How can I become a billionaire in the next 10 years?,1.0,0.41945692567937737,0.5805430743206227,-0.325003159997033,0.325003159997033
38,How do we prepare for UPSC?,How do I prepare for civil service?,0.0,0.6206956147142435,0.3793043852857565,0.49250179817855566,-0.49250179817855566
39,What is the stall speed and AOA of an f-14 with wings fully swept back?,"Why did aircraft stop using variable-sweep wings, like those on an F-14?",0.0,0.5621003000947823,0.43789969990521777,0.24969041538661998,-0.24969041538661998
40,Why do Slavs squat?,Will squats make my legs thicker?,0.0,0.5621003000947823,0.43789969990521777,0.24969041538661998,-0.24969041538661998
41,When can I expect my Cognizant confirmation mail?,When can I expect Cognizant confirmation mail?,0.0,0.5017197513669673,0.49828024863303266,0.006879032594684226,-0.006879032594684226
42,"Can I make 50,000 a month by day trading?","Can I make 30,000 a month by day trading?",0.0,0.5017197513669673,0.49828024863303266,0.006879032594684226,-0.006879032594684226
43,Is being a good kid and not being a rebel worth it in the long run?,Is being bored good for a kid?,1.0,0.441289001239148,0.558710998760852,-0.23593235019725153,0.23593235019725153
44,What universities does Rexnord recruit new grads from? What majors are they looking for?,What universities does B&G Foods recruit new grads from? What majors are they looking for?,1.0,0.441289001239148,0.558710998760852,-0.23593235019725153,0.23593235019725153
45,What is the quickest way to increase Instagram followers?,How can we increase our number of Instagram followers?,0.0,0.6414291830775235,0.35857081692247655,0.5815726079783371,-0.5815726079783371
46,How did Darth Vader fought Darth Maul in Star Wars Legends?,Does Quora have a character limit for profile descriptions?,0.0,0.6414291830775235,0.35857081692247655,0.5815726079783371,-0.5815726079783371
47,"What are the stages of breaking up between couple? I mean, what happens after the breaking up emotionally whether its a male or female?","Who is affected more by a breakup, the boy or the girl?",0.0,0.6414291830775235,0.35857081692247655,0.5815726079783371,-0.5815726079783371
48,What are some examples of products that can be make from crude oil?,What are some of the products made from crude oil?,0.0,0.583889578374625,0.4161104216253751,0.3387612251864014,-0.3387612251864014
49,How do I make friends.,How to make friends ?,0.0,0.5239690744011375,0.4760309255988625,0.09594984239446577,-0.09594984239446577
50,Is Career Launcher good for RBI Grade B preparation?,How is career launcher online program for RBI Grade B?,0.0,0.5239690744011375,0.4760309255988625,0.09594984239446577,-0.09594984239446577
51,"Will a Blu Ray play on a regular DVD player? If so, how?",How can you play a Blu Ray DVD on a regular DVD player?,0.0,0.5239690744011375,0.4760309255988625,0.09594984239446577,-0.09594984239446577
52,Nd she is always sad?,Aerodynamically what happens when propellor rotates?,1.0,0.46335046361993765,0.5366495363800623,-0.14686154039747,0.14686154039747
53,What is the best/most memorable thing you've ever eaten and why?,What is the most delicious dish you've ever eaten and why?,0.0,0.6616472162330618,0.3383527837669383,0.6706434177781188,-0.6706434177781188
54,How GST affects the CAs and tax officers?,Why can't I do my homework?,0.0,0.6616472162330618,0.3383527837669383,0.6706434177781188,-0.6706434177781188
55,How difficult is it get into RSI?,Do you apply for programs like RSI when you're a rising senior?,0.0,0.6616472162330618,0.3383527837669383,0.6706434177781188,-0.6706434177781188
56,Who is israil friend?,Is my boyfriend lying about his true feelings for his friend and is he secretly attracted to her?,0.0,0.626423263110595,0.37357673688940496,0.5169028447859645,-0.5169028447859645
57,What are some good rap songs to dance to?,What are some of the best rap songs?,0.0,0.626423263110595,0.37357673688940496,0.5169028447859645,-0.5169028447859645
58,I was suddenly logged off Gmail. I can't remember my Gmail password and just realized the recovery email is no longer alive. What can I do?,I can't remember my Gmail password or my recovery email. How can I recover my e-mail?,0.0,0.5680970758662197,0.4319029241337804,0.2740914619940288,-0.2740914619940288
59,What are the best ways to learn French?,How do I learn french genders?,0.0,0.5078193822423706,0.4921806177576294,0.031280079202093,-0.031280079202093
60,How do I download content from a kickass torrent without registration?,Is Kickass Torrents trustworthy?,0.0,0.6470217920825116,0.35297820791748835,0.6059736545857461,-0.6059736545857461
61,Is it normal to have a dark ring around the iris of my eye?,What causes a dark ring around the iris? How should it be treated?,0.0,0.71866634514093,0.2813336548590701,0.9378558471774635,-0.9378558471774635
62,How is the new Harry Potter book 'Harry Potter and the Cursed Child'?,How bad is the new book by J.K Rowling?,0.0,0.71866634514093,0.2813336548590701,0.9378558471774635,-0.9378558471774635
63,Why do I always get depressed?,Why do I always get depressed in the evening?,0.0,0.6670881518886237,0.33291184811137636,0.6950444643855278,-0.6950444643855278
64,Where can I find a European family office database?,Where do I find a U.S. family office database?,0.0,0.6321156839408194,0.36788431605918054,0.5413038913933735,-0.5413038913933735
65,What is Java programming? How To Learn Java Programming Language ?,How do I learn a computer language like java?,0.0,0.8134037946203401,0.18659620537965996,1.4722807059761527,-1.4722807059761527
66,What is the best book ever made?,What is the most important book you have ever read?,0.0,0.826547201164664,0.17345279883533607,1.5613515157759341,-1.5613515157759341
67,Can we ever store energy produced in lightning?,Is it possible to store the energy of lightning?,0.0,0.8389481207622208,0.1610518792377792,1.650422325575716,-1.650422325575716
68,What is your review of Performance Testing?,What is performance testing?,0.0,0.6005559063699569,0.3994440936300431,0.4077819223239695,-0.4077819223239695
69,At what cost does so much privacy as in Germany come? What else is lost to gain so much privacy?,Are there any people who genuinely enjoy salad with no dressing?,0.0,0.5411493529266096,0.45885064707339046,0.16497053953203386,-0.16497053953203386
70,What are the types of immunity?,What are the different types of immunity in our body?,0.0,0.5411493529266096,0.45885064707339046,0.16497053953203386,-0.16497053953203386
71,What is a narcissistic personality disorder?,What is narcissistic personality disorder?,0.0,0.5411493529266096,0.45885064707339046,0.16497053953203386,-0.16497053953203386
72,How I can speak English fluently?,How can I learn to speak English fluently?,0.0,0.5411493529266096,0.45885064707339046,0.16497053953203386,-0.16497053953203386
73,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,What is the quickbooks customer support phone number USA?,1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
74,Who is the richest gambler of all time and how can I reach his level?,Who is the richest gambler of all time and how can I reach his level as a gambler?,1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
75,If I fire a bullet backward from an aircraft going faster than the bullet; will the bullet be going backwards?,"Do bullets travel faster than the speed of sound when shot from a gun? If not, is it possible? If they do, what gun and how much devastation occurs?",1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
76,How do I prevent breast cancer?,Is breast cancer preventable?,1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
77,How do I log out of my Gmail account on my friend's phone?,How can I know who logged in to my Gmail account? (by telling his IP address or device name)?,1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
78,How can I make money through the Internet?,"What are some different ways to make money online, excluding selling things?",1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
79,What is purpose of life?,What's the purpose of life? What is life actually about?,1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
80,When will the BJP government strip all the Muslims and the Christians of the Indian citizenship and put them on boats like the Rohingya's of Burma?,"\"Why India does not apply the \"\"Burma-Rohingya model\"\" to deport illegal Bangladeshis?\"",1.0,0.4805496093388964,0.5194503906611035,-0.0778408432599019,0.0778408432599019
81,What is the right etiquette for wishing a Jehovah Witness happy birthday?,How important is it to be the first person to wish someone a happy birthday?,1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
82,"If someone wants to open a commercial FM radio station in any city of India, how much does it cost and what is the procedure?","I want to make a travel commercial/clip video HD , For India and New Zealand. How much will it cost?",1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
83,Why do Swiss despise Asians?,Why do technical employees despise sales people so much?,1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
84,What are some of the high salary income jobs in the field of biotechnology?,What are some high paying jobs for a fresher with an M.Tech in biotechnology?,1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
85,How can I increase my height after 21 also?,Can height increase after 25?,1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
86,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Kamchatca earthquakes in 1952?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Valparaiso earthquake in 1822?",1.0,0.42051680359338406,0.5794831964066159,-0.32065222605183763,0.32065222605183763
87,What is the difference between sincerity and fairness?,What's the difference between honest and sincere?,0.0,0.6217194270102,0.37828057298979995,0.4968527321237509,-0.4968527321237509
88,Which is the best gaming laptop under 60k INR?,Which is the best gaming laptop under Rs 60000?,0.0,0.6217194270102,0.37828057298979995,0.4968527321237509,-0.4968527321237509
89,What is your review of The Next Warrior: Proving Grounds - Part 9?,What is your review of The Next Warrior: Proving Grounds - Part 5?,0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
90,What is the best reference book for physics class 11th?,"Which book should I choose for reference for physics and chemistry (class 11, CBSE board)?",0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
91,"National Institute of Technology, Kurukshetra: How is the social life at NITK, Surathkal?","National Institute of Technology Karnataka (NITK) , Surathkal: To the graduating batch: What lessons would you want to give to your juniors before you leave?",0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
92,What are some of the best romantic movies in English?,What is the best romantic movie you have ever seen?,0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
93,What causes a nightmare?,What causes nightmares that seem real?,0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
94,What is abstract expressionism in painting?,What are some of the major influences of abstract expressionism?,0.0,0.5631709634575696,0.4368290365424305,0.2540413493318153,-0.2540413493318153
95,How does 3D printing work?,How do 3D printing work?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
96,What was it like to attend Caltech with Jeremy Ehrhardt?,Who are some notable folks who attended Caltech?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
97,Why did harry become a horcrux?,What is a Horcrux?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
98,What are the best associate product manager (APM) programs that someone in their early 20s can join to learn product management and have a rewarding career in the company?,What are the general requirement to become a Product Manager or a Program Manager in a product based software company?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
99,Why is the number for Skype at 1-855-425-3768 always busy?,How could I get Skype to work on an android 4.1.1 phone?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
100,Will there really be any war between India and Pakistan over the Uri attack? What will be its effects?,Will there be a nuclear war between India and Pakistan?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
101,Did Ronald Reagan have a mannerism in his speech?,How did Ronald Reagan react to 9/11?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
102,What were the war strategies of the Union and the Confederates during the Civil War?,How could the Confederates have possibly defeated Union forces at Gettysburg during the American Civil War?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
103,Which is the best fiction novel of 2016?,Which are some of the best fiction novels?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
104,Can I recover my email if I forgot the password?,What should I do if I forgot my email password?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
105,Will the recent demonetisation results in higher GDP? If so how much?,How demonetisation could affect the GDP of India in both short run and long run?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
106,Have you ever heard of travel hacking?,Can WhatsApp be hacked?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
107,What's the difference between love and pity?,What is the difference between love and pity?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
108,How competitive is the hiring process at Republic Bank?,How competitive is the hiring process at S & T Bank?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
109,How Google helps in spam ranking adjustment of the search results?,"What is the distribution of traffic between Google organic search results? e.g. #1 vs. #2 in rankings, first page vs. second page",0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
110,Where can I watch gonulcelen with english subtitles?,Where can I watch sarrainodu with subtitles?,0.0,0.5028074621304418,0.4971925378695582,0.011229966539879538,-0.011229966539879538
111,Is USA the most powerful country of the world?,Why is the USA the most powerful country of the world?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
112,How do you obtain an instant ulcer pain relief?,What is better for a low back pain: heat or ice?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
113,What do you think China food?,How do you think of Chinese food?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
114,What does taking advantage of someone mean?,Is it worse to take advantage of someone or be materialistic?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
115,Why do we cry when we are happy and when we are sad?,Why do we cry?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
116,Why do some girls like to stick their their tongues out when taking pictures?,Why do teen girls (and women in general) allow their boyfriends to take naked pictures of them in this day and (digital) age?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
117,"\"Did you find the ending of the novel \"\"1984\"\" depressing?\"","\"How do Winston and Julia differ in the novel \"\"1984\"\"? How are they similar?\"",1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
118,What are some mind-blowing computer tools that exist that most people don't know about?,What are some mind-blowing technologies that exist that most people don't know about?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
119,Should the toothbrush be wet or dry before applying the toothpaste?,What is the cheapest toothpaste?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
120,Why my question was marked as needing imrovement?,How can I ask a question without getting marked as ‘need to improve’?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
121,What is the difference between a neutral state and a buffer state?,"If every state of the USA declared war against each other, which would win?",1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
122,What mineral holds the highest electrical charge?,What mineral can hold the greatest electrical charge?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
123,What is the greatest mystery in the universe?,What is the greatest mystery of all time?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
124,What is the alternative to machine learning?,How do I over-sample a multi-class imbalance data set?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
125,"Why does China block sanctions at the UN against the Jaish-e-Mohammad (JeM) chief, Masood Azhar?",Why does China support Masood Azhar?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
126,What is the mean of future budget?,What is the meaning of the future?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
127,Can excessive amounts of Vitamin C cause me to have a miscarriage?,How can Vitamin C cause a miscarriage?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
128,What is it like to work in Asahi India Glass? What will be the pay scale after one or two years?,When will we get the Call Letter after we get the Letter of Intent in Asahi India Glass recruitment?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
129,How do I access Torbox in India?,How do I access Google.com from India?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
130,What are some yakshini mantras?,What is a Yantra & Mantra?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
131,Was six party talks successful?,Which course is better in NICMAR?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
132,How do I register my domain site email?,How do you register a .an domain?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
133,Is it normal for older men to be attracted to young women?,Why am I attracted to older men?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
134,What is the strongest structure or strongest shape under compression?,What is the strongest Kevlar cord?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
135,Who are the Rohingya Muslims?,Who are the Rohingya people?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
136,Does it matter whether humans are selfish or evil?,Does it matter whether humanity is evil or not?,1.0,0.44236200954192456,0.5576379904580755,-0.23158141625205622,0.23158141625205622
137,Are exocytosis and endocytosis examples of active or passive transport?,What are examples of passive transport in cells?,1.0,0.3835770553795646,0.6164229446204353,-0.4743927990439919,0.4743927990439919
138,How i get hair on bald head?,"If I shave my head for 2 years as am getting bald and then grew my hair, will the hair will be same as when I intially have? Or I loose more hair?",0.0,0.6424292712717132,0.3575707287282867,0.5859235419235326,-0.5859235419235326
139,What is the ideal life after retirement?,What's life after retirement?,0.0,0.6424292712717132,0.3575707287282867,0.5859235419235326,-0.5859235419235326
140,What is our stance against Pakistan?,What is the stance of Pakistan in the possession of weapons of mass destruction by North korea? Does it support DPRK or is it against DPRK?,0.0,0.6424292712717132,0.3575707287282867,0.5859235419235326,-0.5859235419235326
141,What are good websites for escorts?,How do I find a good escort?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
142,Which one is better polo diesel or grand i10 petrol?,What is the best diet for a growing decathlete?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
143,Does a black hole have mass?,Does a black hole have a finite mass?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
144,"Is Morgan Freeman correct when he says the only way to stop racism, is to stop talking about it?",What are your views about this Morgan Freeman quote about Racism?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
145,Does Fab currently offer new employees stock options or RSUs?,Does Uber currently offer new employees stock options or RSUs?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
146,How would you review the site Waveclues?,Is there a good pay for reviews site out there?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
147,In how many ways can we distribute 10 identical looking pencils to 4 students so that each student gets at least one pencil?,In how many ways 12 apples can be distributed among 4 children such that every child gets at least 2 apples?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
148,How much would it cost to hire Jerry Seinfeld for 1-2 hours?,How much on average would it cost to video tape a 2 hour presentation?,0.0,0.5849463049612587,0.4150536950387413,0.343112159131597,-0.343112159131597
149,Is 7 days too late for rabies vaccine after a possible non-bite exposure?,Can I take rabies injection after 1 day of dog bite?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
150,How many years Britain ruled India?,What is the standard amount of time off given for an international relocation?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
151,How can I stop being afraid of working?,How do you stop being afraid of everything?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
152,Why does Red keep the keys in OITNB?,Why does Red keep the keys in season 4 of Orange is the New Black?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
153,At what age should someone lose their virginity?,"At what age, how, and where did you lose your virginity?",0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
154,How forgetful are you?,How can I forget my wife?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
155,Could Snoke secretly be Darth Maul?,How could Snoke be Darth Plagueis if he was killed by Emperor Palpatine?,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
156,"If I do not monetize YouTube videos & upload copyright content, then are there chances that Google may block my account?",How do you upload movies on YouTube and monetize them? Is there any issue of copyright,0.0,0.5250541933274129,0.47494580667258707,0.1003007763396612,-0.1003007763396612
157,Would you switch from Canon 6D to Leica D-LUX 109?,What tripod should I get for my Canon 6D?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
158,What does the Quora website look like to members of Quora moderation?,How does Quora look to a moderator?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
159,Why nobody answer my questions in Quora?,Why is no one answering my questions in Quora?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
160,What is the funniest joke you know?,What is the funniest joke of all time?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
161,"I got job offer @ Chelmsford-Essex, London with £3764 PM pay-after tax deduction. Pls advice tentative monthly expenses for couple? & saving possible?","If I am leaving Norway, can I pay down my mortgage with my BSU account, and then sell my apartment without having to pay back the tax deduction I got for having BSU?",1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
162,What are stereotypes about the United Kingdom?,What do Americans think about the United Kingdom?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
163,How do I use Twitter as a business source?,How can I use Twitter for business?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
164,How can I transfer money from Skrill to a PayPal account?,How can I send money from my PayPal account to my Skrill account to withdraw?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
165,Which is the best earphone with deep bass under 1000?,Which is the Best earphones under Rs 1000?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
166,Are government employees eligible to Sukanya Samrudi Yojana?,Can a Government employee apply IEC?,1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
167,Which is correct - 'Looking forward to speak with you' or 'Look forward to speak with you'?,"\"Which is correct: \"\"speak with\"\" or \"\"speak to\"\"?\"",1.0,0.46443252381972544,0.5355674761802746,-0.14251060645227456,0.14251060645227456
